,Age,Gender,Location,Phone Brand,OS,Scr_time(h/d),data_usage(gb/mo),calls_dur(min/d),installed_apps,soical_media(h/d),E-commerce(INR/m),streaming(hrs/d),gaming(hrs/d),recharge(INR),Primary_Use
7251,52,Female,Kolkata,OnePlus,Android,6.2,35.0,273.4,122,3.5,865,4.6,3.9,478,Gaming
7252,26,Other,Ahmedabad,Oppo,Android,5.4,42.9,69.1,41,4.8,1910,5.1,3.8,1551,Education
7253,47,Male,Bangalore,Apple,iOS,5.3,14.8,137.1,99,3.3,8949,0.6,4.5,1983,Gaming
7254,45,Female,Chennai,Nokia,Android,3.3,1.3,154.8,159,5.0,1997,3.6,3.2,1641,Work
7255,57,Other,Hyderabad,Google Pixel,Android,10.5,27.7,162.7,151,3.7,4137,3.8,1.7,750,Education
7256,46,Male,Ahmedabad,Vivo,Android,11.7,33.0,112.8,16,2.3,327,1.7,2.9,1102,Social Media
7257,39,Female,Ahmedabad,Realme,Android,9.0,8.9,40.0,157,4.9,1624,4.6,4.1,245,Gaming
7258,48,Female,Jaipur,Google Pixel,Android,2.2,41.4,229.4,111,3.0,1522,7.3,2.0,175,Education
7259,19,Female,Pune,Vivo,Android,5.7,15.9,172.2,18,5.3,9625,5.5,0.4,1052,Education
7260,24,Other,Pune,Apple,iOS,6.0,3.5,45.8,90,2.4,9136,4.4,1.1,1021,Entertainment
7261,20,Male,Delhi,Vivo,Android,11.2,38.1,214.1,25,3.0,2003,7.3,4.7,1134,Gaming
7262,19,Female,Lucknow,Oppo,Android,8.7,33.1,118.6,17,5.2,2675,1.4,2.4,511,Entertainment
7263,24,Male,Mumbai,Motorola,Android,10.8,25.4,88.8,19,4.1,2745,2.1,3.5,196,Education
7264,46,Female,Lucknow,Apple,iOS,4.1,27.4,198.0,105,4.9,9718,0.7,0.2,1591,Social Media
7265,51,Other,Ahmedabad,Xiaomi,Android,5.8,14.6,57.2,173,5.8,136,4.5,4.0,463,Gaming
7266,17,Male,Lucknow,Nokia,Android,5.7,6.2,171.0,153,5.0,3348,1.9,2.9,1896,Work
7267,38,Male,Mumbai,Xiaomi,Android,3.8,26.4,273.4,187,4.4,4709,2.5,3.0,1239,Gaming
7268,26,Other,Lucknow,Realme,Android,8.8,6.3,31.8,124,2.6,3032,5.1,1.7,1450,Entertainment
7269,28,Female,Ahmedabad,Xiaomi,Android,3.9,13.8,73.5,168,0.6,8553,2.6,3.8,211,Entertainment
7270,46,Female,Jaipur,OnePlus,Android,6.3,34.4,176.1,21,1.7,6685,7.8,0.8,651,Gaming
7271,56,Other,Mumbai,Samsung,Android,7.2,26.6,54.1,92,2.3,4004,7.9,0.4,689,Education
7272,28,Male,Hyderabad,Motorola,Android,6.8,43.2,96.5,119,1.5,4850,4.0,1.4,558,Gaming
7273,33,Other,Jaipur,Realme,Android,5.0,11.3,137.9,25,1.2,5944,3.6,3.2,1084,Work
7274,39,Male,Pune,OnePlus,Android,2.1,32.2,39.4,158,2.0,8697,6.2,4.3,1939,Work
7275,35,Other,Pune,Motorola,Android,9.5,49.0,48.5,169,1.0,5099,6.9,2.6,218,Gaming
7276,29,Other,Bangalore,Vivo,Android,11.9,26.1,156.1,108,2.1,2623,3.4,2.3,854,Work
7277,51,Female,Mumbai,Oppo,Android,6.0,36.8,287.5,95,4.7,6074,2.5,3.1,969,Work
7278,24,Male,Pune,Apple,iOS,5.7,27.1,196.0,115,4.7,5738,5.4,1.8,1669,Entertainment
7279,34,Other,Hyderabad,Oppo,Android,11.8,5.5,179.0,78,4.9,3750,7.8,0.6,1960,Social Media
7280,33,Other,Jaipur,Xiaomi,Android,9.4,16.1,245.8,156,2.3,6458,0.7,3.0,347,Work
7281,35,Male,Lucknow,Motorola,Android,3.3,49.3,162.4,84,0.9,1559,6.2,1.9,1405,Gaming
7282,41,Male,Hyderabad,Nokia,Android,8.2,10.2,11.8,200,1.4,7783,6.3,3.1,672,Education
7283,47,Male,Jaipur,Google Pixel,Android,7.2,41.5,35.8,194,1.1,3305,5.0,3.0,1482,Education
7284,43,Other,Delhi,OnePlus,Android,11.2,34.4,185.6,117,5.1,1970,6.7,0.0,1715,Social Media
7285,32,Male,Kolkata,Oppo,Android,8.7,22.1,112.3,194,2.3,4796,7.0,2.1,1508,Work
7286,16,Other,Delhi,Realme,Android,10.6,5.5,259.1,86,0.6,3870,4.2,1.1,1626,Gaming
7287,57,Other,Ahmedabad,Samsung,Android,6.9,37.2,160.4,98,3.2,9113,1.0,1.1,443,Social Media
7288,51,Other,Pune,Google Pixel,Android,8.5,49.0,279.1,119,3.5,9929,5.2,3.6,1969,Gaming
7289,34,Female,Jaipur,Xiaomi,Android,1.6,6.7,63.8,49,2.5,898,6.0,2.2,939,Education
7290,49,Female,Mumbai,Motorola,Android,3.1,27.9,147.2,33,5.5,3892,4.4,3.7,1260,Gaming
7291,48,Female,Delhi,Google Pixel,Android,10.1,2.9,71.1,68,1.4,6438,1.8,3.9,1192,Work
7292,59,Female,Jaipur,Oppo,Android,10.9,7.9,13.2,99,3.0,3524,7.1,2.5,1194,Work
7293,43,Other,Mumbai,Apple,iOS,9.2,12.1,205.9,67,5.5,4264,3.4,1.5,1765,Social Media
7294,32,Male,Mumbai,OnePlus,Android,8.5,25.6,253.8,81,4.0,4107,5.1,0.4,506,Work
7295,38,Male,Bangalore,Realme,Android,6.4,24.5,196.6,52,0.6,6223,4.9,3.0,1212,Gaming
7296,29,Female,Mumbai,Google Pixel,Android,2.6,42.9,231.8,113,4.7,2406,2.9,4.4,1200,Work
7297,59,Other,Mumbai,Google Pixel,Android,6.8,33.6,200.8,148,5.4,4188,4.9,0.8,1787,Education
7298,33,Female,Jaipur,OnePlus,Android,7.8,41.4,59.3,32,3.2,4115,1.1,1.2,739,Work
7299,51,Female,Pune,Google Pixel,Android,11.1,18.7,65.5,70,5.2,4610,5.7,4.9,861,Social Media
7300,26,Male,Delhi,Nokia,Android,1.7,37.1,184.3,87,3.9,4842,1.0,1.0,202,Gaming
7301,56,Male,Delhi,Samsung,Android,4.5,37.3,191.8,97,3.3,7274,1.3,1.6,1704,Entertainment
7302,45,Other,Chennai,Vivo,Android,2.2,16.3,62.1,164,2.8,3727,6.2,4.4,989,Gaming
7303,47,Female,Pune,Realme,Android,1.5,28.7,46.0,82,4.5,8409,3.7,4.8,1947,Entertainment
7304,15,Female,Bangalore,Vivo,Android,8.3,22.1,168.5,152,3.1,308,1.2,1.8,1077,Social Media
7305,28,Male,Pune,Nokia,Android,9.9,30.3,143.5,140,1.6,7598,0.8,3.3,1884,Social Media
7306,44,Male,Lucknow,OnePlus,Android,9.7,45.8,92.2,91,5.3,8346,2.7,3.2,1160,Social Media
7307,41,Male,Bangalore,Realme,Android,2.6,7.1,34.9,143,2.6,9698,1.5,2.3,1930,Education
7308,30,Female,Ahmedabad,Samsung,Android,6.9,36.9,224.6,24,1.5,4495,1.5,1.2,1405,Education
7309,36,Male,Mumbai,OnePlus,Android,6.8,9.1,94.5,159,1.0,4308,3.2,2.9,1351,Education
7310,25,Male,Delhi,Samsung,Android,9.1,10.9,178.4,200,3.4,1551,5.8,2.3,1419,Education
7311,30,Male,Pune,Oppo,Android,9.7,8.2,146.4,184,5.0,4894,7.2,1.2,1683,Work
7312,26,Male,Delhi,Xiaomi,Android,3.5,11.2,236.4,122,3.2,4088,5.9,3.6,1887,Gaming
7313,25,Female,Chennai,Xiaomi,Android,2.3,6.7,201.1,135,4.9,6887,4.4,4.6,911,Education
7314,38,Other,Lucknow,Nokia,Android,9.8,7.3,34.9,58,0.9,3271,5.2,0.6,654,Social Media
7315,40,Other,Hyderabad,OnePlus,Android,6.0,14.9,55.0,91,4.4,9551,6.1,3.7,1073,Education
7316,29,Female,Mumbai,Google Pixel,Android,9.7,9.2,89.9,49,1.8,360,6.0,0.2,1807,Gaming
7317,38,Other,Lucknow,Apple,iOS,7.0,16.9,92.7,145,2.0,1742,7.3,1.5,1337,Education
7318,37,Female,Jaipur,Nokia,Android,6.2,10.2,160.4,105,0.9,7499,3.1,1.1,1774,Work
7319,47,Other,Delhi,OnePlus,Android,8.2,4.7,241.9,79,4.7,9540,6.4,2.3,253,Social Media
7320,54,Male,Chennai,Oppo,Android,1.2,25.8,88.4,126,3.0,1811,3.8,5.0,155,Social Media
7321,19,Other,Delhi,Google Pixel,Android,6.8,43.5,275.2,189,3.9,3888,4.5,0.8,1100,Work
7322,18,Male,Lucknow,OnePlus,Android,9.8,39.6,169.9,191,5.5,3609,6.3,1.2,1865,Work
7323,39,Male,Pune,Xiaomi,Android,11.5,29.4,202.7,21,5.4,4760,5.0,2.5,1480,Entertainment
7324,15,Other,Mumbai,Nokia,Android,7.1,22.4,42.4,75,2.4,9857,7.6,3.2,1614,Gaming
7325,56,Female,Lucknow,OnePlus,Android,7.3,39.9,217.9,186,3.6,8913,4.3,0.5,730,Gaming
7326,18,Female,Ahmedabad,Xiaomi,Android,2.8,47.2,144.7,45,4.4,7591,6.1,1.4,1176,Gaming
7327,58,Other,Lucknow,Oppo,Android,3.5,1.1,237.2,65,2.8,6484,7.3,3.0,1905,Education
7328,34,Male,Mumbai,Motorola,Android,8.5,18.1,17.8,64,3.5,8666,4.9,0.4,1839,Gaming
7329,24,Other,Pune,Xiaomi,Android,11.8,44.4,11.9,73,3.9,4589,5.3,4.0,1697,Social Media
7330,24,Other,Mumbai,Vivo,Android,11.1,9.7,173.1,166,1.7,2405,2.0,0.8,1101,Social Media
7331,26,Other,Hyderabad,Apple,iOS,5.3,48.7,158.1,177,2.1,3152,2.0,0.8,1856,Social Media
7332,34,Male,Jaipur,Nokia,Android,4.2,15.9,297.4,56,5.5,9159,5.1,4.4,105,Work
7333,33,Other,Bangalore,Vivo,Android,7.4,9.6,77.8,85,3.5,4014,6.2,3.8,613,Social Media
7334,56,Female,Mumbai,Realme,Android,5.8,30.9,163.3,118,1.5,5292,3.4,3.6,1628,Social Media
7335,18,Male,Kolkata,Samsung,Android,11.3,34.5,283.3,165,2.2,844,5.5,4.8,319,Work
7336,41,Other,Kolkata,Apple,iOS,6.8,27.6,220.0,82,4.4,5410,4.6,3.5,776,Entertainment
7337,39,Female,Kolkata,Oppo,Android,3.7,4.2,88.1,36,2.6,7507,1.3,4.7,571,Social Media
7338,60,Female,Kolkata,Vivo,Android,11.2,47.2,108.3,134,5.0,4354,7.5,2.7,593,Social Media
7339,55,Other,Chennai,Samsung,Android,1.9,46.3,46.3,71,1.9,1928,0.5,4.1,386,Gaming
7340,26,Female,Hyderabad,Apple,iOS,2.7,38.6,118.1,81,4.2,9124,4.5,3.7,1321,Social Media
7341,54,Male,Mumbai,Xiaomi,Android,2.0,3.5,285.3,125,0.5,1776,1.2,4.2,1986,Gaming
7342,26,Male,Ahmedabad,Motorola,Android,9.7,10.9,294.0,93,5.0,7955,0.9,0.7,1710,Gaming
7343,43,Male,Mumbai,Samsung,Android,7.8,19.1,42.8,165,4.5,1287,1.8,0.3,670,Social Media
7344,29,Female,Mumbai,Realme,Android,6.3,45.9,214.6,136,4.4,1101,5.1,0.1,796,Work
7345,39,Other,Jaipur,Vivo,Android,3.0,6.2,165.4,162,3.4,9204,7.5,1.3,1829,Entertainment
7346,15,Female,Lucknow,Oppo,Android,10.4,5.3,277.0,175,0.9,7020,4.7,2.6,1943,Entertainment
7347,47,Other,Hyderabad,Apple,iOS,9.5,49.7,263.9,72,1.6,464,1.0,3.9,543,Entertainment
7348,39,Male,Bangalore,Google Pixel,Android,7.2,5.5,146.2,199,2.6,959,6.1,4.3,1214,Social Media
7349,41,Male,Ahmedabad,Xiaomi,Android,11.1,45.0,84.1,150,4.7,1651,2.8,1.9,968,Gaming
7350,51,Female,Lucknow,Samsung,Android,2.5,7.6,243.8,37,0.5,4811,5.8,0.7,310,Education
7351,57,Other,Lucknow,Motorola,Android,2.4,37.9,149.5,126,5.0,9939,6.8,1.0,1181,Work
7352,42,Female,Pune,Samsung,Android,8.8,7.7,55.4,19,4.5,4108,5.6,2.4,800,Social Media
7353,51,Male,Kolkata,Oppo,Android,11.9,4.3,78.7,200,2.0,6511,2.3,0.9,472,Social Media
7354,34,Female,Chennai,Google Pixel,Android,2.6,4.1,155.2,33,5.0,4771,3.1,3.0,1357,Gaming
7355,26,Male,Ahmedabad,Motorola,Android,10.7,46.0,150.7,178,2.6,585,1.5,3.0,983,Entertainment
7356,42,Other,Mumbai,Google Pixel,Android,4.6,1.7,205.8,13,1.6,9493,6.8,0.0,1610,Work
7357,44,Female,Lucknow,Motorola,Android,7.0,18.8,80.0,135,4.7,4274,2.6,1.9,1615,Education
7358,49,Other,Bangalore,Apple,iOS,8.4,17.4,197.9,172,3.3,6268,7.0,3.4,679,Gaming
7359,48,Female,Bangalore,Samsung,Android,2.0,30.3,22.2,96,2.2,2020,4.0,4.3,1245,Education
7360,48,Female,Kolkata,Nokia,Android,3.9,36.9,21.2,52,5.1,9535,7.4,2.5,1632,Social Media
7361,54,Other,Lucknow,Xiaomi,Android,8.9,40.0,6.9,176,3.0,9778,1.4,1.3,1948,Gaming
7362,16,Other,Pune,Nokia,Android,7.3,2.0,284.0,117,2.0,6992,2.0,3.6,378,Education
7363,43,Female,Mumbai,Motorola,Android,3.3,1.8,197.6,136,5.1,219,6.9,2.4,334,Social Media
7364,54,Female,Jaipur,OnePlus,Android,1.9,39.5,214.9,90,1.1,5212,2.7,0.4,432,Education
7365,15,Female,Hyderabad,Vivo,Android,2.7,24.7,189.5,57,2.8,4701,7.3,1.0,1125,Gaming
7366,33,Male,Ahmedabad,Samsung,Android,6.2,30.6,38.4,94,5.2,765,2.4,2.4,1244,Gaming
7367,35,Male,Bangalore,OnePlus,Android,2.2,49.3,72.0,95,1.8,7957,6.3,0.7,1544,Social Media
7368,15,Male,Chennai,Realme,Android,5.8,14.8,109.8,85,2.9,8023,7.7,3.1,1674,Gaming
7369,26,Female,Bangalore,Motorola,Android,8.7,23.6,213.0,136,1.5,6141,1.7,3.7,409,Entertainment
7370,39,Female,Jaipur,Motorola,Android,10.1,8.6,126.7,144,0.9,5635,7.5,0.6,397,Gaming
7371,29,Female,Kolkata,Nokia,Android,11.3,2.5,123.7,162,3.0,8643,2.9,3.5,795,Entertainment
7372,60,Male,Jaipur,Apple,iOS,9.5,9.5,83.6,180,2.7,9179,1.1,4.9,943,Gaming
7373,21,Other,Bangalore,Xiaomi,Android,5.7,20.6,139.5,144,3.4,3124,3.0,2.5,1396,Entertainment
7374,35,Female,Kolkata,OnePlus,Android,7.2,25.1,227.1,24,4.8,1464,2.5,0.6,938,Gaming
7375,24,Female,Delhi,Nokia,Android,8.5,36.8,174.5,147,5.8,8121,2.9,2.6,1374,Social Media
7376,53,Male,Lucknow,Oppo,Android,2.7,19.2,42.8,26,1.6,9921,7.9,4.5,1327,Education
7377,38,Male,Jaipur,Google Pixel,Android,6.0,17.9,215.6,87,1.7,5174,7.9,3.0,1748,Gaming
7378,45,Male,Pune,Oppo,Android,7.7,11.2,207.6,185,5.3,1045,2.2,0.6,488,Social Media
7379,38,Male,Lucknow,Oppo,Android,8.9,10.8,49.4,47,2.3,8966,4.6,0.2,541,Education
7380,42,Male,Bangalore,Realme,Android,8.0,28.9,216.2,115,2.1,6911,1.8,1.0,161,Work
7381,21,Male,Pune,Motorola,Android,4.8,31.7,271.6,47,5.5,2168,1.0,2.5,1352,Education
7382,54,Female,Chennai,Nokia,Android,6.0,26.3,125.8,197,1.8,2792,2.8,1.1,764,Entertainment
7383,52,Other,Kolkata,Nokia,Android,10.7,42.6,183.3,108,3.6,6126,1.4,2.3,1633,Entertainment
7384,49,Female,Kolkata,Realme,Android,2.8,45.8,180.0,76,2.1,8470,2.8,4.0,1601,Education
7385,60,Female,Kolkata,Apple,iOS,4.4,14.7,286.3,135,2.2,5578,4.6,0.3,1442,Entertainment
7386,36,Female,Mumbai,Xiaomi,Android,2.8,21.9,5.1,160,5.8,6772,5.7,2.0,717,Gaming
7387,45,Male,Delhi,Xiaomi,Android,9.8,13.0,213.9,84,2.6,8989,3.8,0.3,807,Work
7388,58,Female,Hyderabad,Nokia,Android,3.7,41.4,94.5,108,4.3,1794,4.0,4.2,1826,Social Media
7389,24,Other,Hyderabad,Apple,iOS,10.6,48.6,141.0,12,0.6,418,4.2,0.7,1105,Entertainment
7390,37,Male,Delhi,Nokia,Android,1.2,49.6,277.7,93,4.9,9161,5.9,2.2,704,Education
7391,50,Male,Delhi,Oppo,Android,4.5,13.6,155.2,191,3.4,5622,6.9,2.7,507,Entertainment
7392,48,Male,Jaipur,Xiaomi,Android,5.8,19.0,27.3,193,4.0,9967,5.3,3.9,1289,Work
7393,55,Other,Chennai,Xiaomi,Android,3.7,13.0,159.5,12,3.2,8082,4.9,2.1,1167,Education
7394,29,Female,Kolkata,OnePlus,Android,2.3,28.7,187.3,169,5.6,8690,6.6,2.7,1453,Work
7395,49,Male,Hyderabad,Motorola,Android,4.4,4.1,264.9,20,5.6,5680,1.8,3.1,1899,Social Media
7396,16,Male,Bangalore,OnePlus,Android,10.6,12.6,237.6,179,3.6,2683,5.8,3.2,1022,Social Media
7397,50,Female,Jaipur,Realme,Android,8.8,37.7,269.1,86,5.5,1392,5.7,2.6,790,Entertainment
7398,23,Female,Ahmedabad,Realme,Android,1.1,3.8,103.9,86,0.7,5356,3.9,3.6,722,Education
7399,51,Female,Hyderabad,Nokia,Android,11.0,40.4,134.8,135,5.9,3715,6.7,2.4,511,Social Media
7400,34,Female,Chennai,Vivo,Android,8.1,12.5,48.2,57,1.2,766,4.8,2.9,824,Social Media
7401,30,Male,Chennai,Xiaomi,Android,9.1,17.8,92.3,165,3.0,416,7.6,0.3,1143,Entertainment
7402,58,Female,Delhi,Xiaomi,Android,9.8,24.7,129.9,51,4.8,7139,7.5,3.7,1110,Gaming
7403,57,Other,Pune,OnePlus,Android,6.3,21.1,244.2,126,5.3,5867,4.1,1.8,1501,Entertainment
7404,34,Male,Lucknow,Xiaomi,Android,6.0,34.4,197.2,91,4.8,8217,6.8,3.7,1673,Entertainment
7405,36,Male,Mumbai,Nokia,Android,7.2,18.2,126.4,174,3.5,3822,6.5,0.5,1919,Work
7406,35,Female,Kolkata,Motorola,Android,11.7,15.6,217.2,186,1.4,5450,4.8,4.3,1367,Education
7407,41,Female,Ahmedabad,OnePlus,Android,4.0,21.4,176.5,129,1.0,2559,7.0,0.1,985,Gaming
7408,43,Other,Pune,Vivo,Android,8.9,7.5,292.7,13,3.8,1378,6.9,0.9,395,Gaming
7409,53,Other,Jaipur,Oppo,Android,10.5,23.8,109.2,82,3.2,6554,7.2,1.5,598,Gaming
7410,55,Other,Pune,Motorola,Android,8.5,27.2,127.7,160,5.8,9910,1.0,2.6,1322,Education
7411,49,Male,Hyderabad,Samsung,Android,2.7,23.6,244.6,86,2.3,4224,4.4,2.3,1778,Education
7412,42,Female,Chennai,Apple,iOS,8.7,34.1,236.7,198,1.5,6078,5.4,0.6,997,Work
7413,44,Female,Hyderabad,Nokia,Android,4.6,9.3,293.0,33,0.6,9798,4.5,2.9,991,Gaming
7414,51,Female,Lucknow,Google Pixel,Android,4.9,36.8,285.4,164,2.6,2446,2.3,4.4,1601,Social Media
7415,56,Other,Kolkata,Realme,Android,4.6,45.2,57.7,75,5.9,2994,2.6,0.4,1436,Entertainment
7416,35,Other,Kolkata,OnePlus,Android,6.0,35.1,214.9,44,2.2,5803,7.1,1.4,955,Education
7417,34,Male,Delhi,Google Pixel,Android,5.0,3.2,70.0,200,2.8,7839,3.5,1.5,1672,Work
7418,48,Other,Hyderabad,Google Pixel,Android,9.8,17.8,66.5,100,1.7,1302,7.9,0.9,359,Education
7419,34,Female,Kolkata,Realme,Android,7.4,13.1,93.1,195,0.9,378,2.8,0.8,568,Education
7420,58,Female,Pune,Apple,iOS,10.7,1.8,283.1,38,4.0,2822,6.1,2.1,1600,Social Media
7421,37,Other,Chennai,Xiaomi,Android,9.4,3.7,218.3,122,1.2,1322,1.9,2.1,1971,Entertainment
7422,27,Male,Kolkata,Oppo,Android,10.3,43.4,10.0,72,1.0,1651,7.7,1.3,1069,Entertainment
7423,51,Male,Ahmedabad,Vivo,Android,8.5,22.4,221.3,18,5.6,8299,4.7,3.2,1946,Work
7424,35,Female,Ahmedabad,Oppo,Android,10.3,13.1,279.9,55,4.4,6162,3.7,3.9,1197,Gaming
7425,40,Male,Hyderabad,Nokia,Android,11.1,12.5,274.3,89,3.5,5865,2.0,2.8,1417,Gaming
7426,35,Other,Kolkata,Motorola,Android,8.1,17.2,157.8,35,2.8,709,4.2,4.8,1581,Gaming
7427,35,Other,Kolkata,OnePlus,Android,2.0,19.6,296.0,32,2.1,6673,7.7,4.0,1516,Work
7428,60,Female,Jaipur,Samsung,Android,5.5,25.5,17.3,190,1.1,1965,0.6,1.8,1898,Education
7429,58,Other,Bangalore,Motorola,Android,6.5,27.0,256.3,21,4.9,3578,8.0,4.7,823,Gaming
7430,32,Female,Ahmedabad,Realme,Android,11.7,2.1,270.8,23,2.0,9206,6.9,4.5,945,Work
7431,15,Female,Lucknow,Apple,iOS,6.2,12.8,63.2,93,3.4,8886,2.1,3.6,1506,Entertainment
7432,51,Female,Hyderabad,Apple,iOS,11.3,28.4,215.3,38,5.4,400,6.3,0.3,1622,Education
7433,33,Other,Chennai,Samsung,Android,9.0,7.6,232.0,90,1.8,5767,6.7,2.6,761,Gaming
7434,28,Male,Chennai,Vivo,Android,7.7,1.9,89.9,189,2.6,8881,6.9,0.8,1342,Education
7435,47,Other,Mumbai,Motorola,Android,2.2,39.7,264.9,141,0.6,8499,7.1,4.9,479,Entertainment
7436,52,Male,Ahmedabad,OnePlus,Android,3.7,3.0,215.3,25,1.0,6561,3.2,0.5,596,Gaming
7437,60,Male,Lucknow,Samsung,Android,7.2,38.0,164.0,102,5.1,1233,3.1,3.3,1278,Entertainment
7438,55,Female,Hyderabad,Motorola,Android,7.5,45.6,153.8,68,5.0,4460,1.5,1.1,303,Work
7439,50,Female,Bangalore,Oppo,Android,9.6,2.2,228.1,60,2.1,3125,0.8,3.1,803,Education
7440,28,Female,Mumbai,Xiaomi,Android,9.6,37.2,52.5,192,4.4,9939,1.6,4.8,1588,Entertainment
7441,56,Male,Bangalore,Xiaomi,Android,5.6,28.2,75.9,48,4.3,4211,3.3,4.7,1132,Social Media
7442,50,Female,Bangalore,Nokia,Android,2.1,12.5,184.6,151,2.6,1669,7.2,1.1,1964,Work
7443,39,Male,Hyderabad,Xiaomi,Android,1.3,47.4,152.5,121,1.2,4078,7.4,0.6,1209,Social Media
7444,52,Male,Chennai,Motorola,Android,11.7,41.5,254.8,154,0.9,3054,7.2,4.1,527,Social Media
7445,48,Female,Delhi,Samsung,Android,5.6,22.3,202.4,137,4.7,8146,1.2,4.2,1351,Gaming
7446,52,Male,Bangalore,Oppo,Android,1.9,25.9,255.7,21,1.0,9462,1.5,1.8,304,Entertainment
7447,36,Female,Lucknow,OnePlus,Android,6.9,39.0,207.9,118,4.1,3748,1.9,2.7,245,Gaming
7448,28,Male,Bangalore,Xiaomi,Android,9.9,12.1,129.2,166,2.1,2458,4.6,0.1,1876,Gaming
7449,31,Male,Ahmedabad,Nokia,Android,3.2,29.1,23.6,36,2.7,4554,4.7,1.9,1782,Work
7450,40,Female,Chennai,Realme,Android,1.1,6.7,15.6,82,1.4,1627,6.8,3.5,1693,Work
7451,38,Other,Pune,Realme,Android,11.5,6.0,271.2,131,2.6,2483,1.7,3.0,1222,Social Media
7452,29,Female,Kolkata,Motorola,Android,1.5,27.0,69.5,156,1.9,1813,6.2,1.4,1485,Work
7453,48,Male,Pune,Nokia,Android,1.1,28.5,162.2,15,2.5,2214,6.6,0.9,608,Education
7454,53,Other,Ahmedabad,Apple,iOS,6.4,35.9,133.8,116,1.8,6875,5.0,1.6,1707,Education
7455,52,Female,Pune,Xiaomi,Android,11.9,36.4,283.4,17,3.4,4514,7.5,3.7,1166,Gaming
7456,27,Female,Chennai,Motorola,Android,4.3,22.6,266.2,130,2.7,7777,0.8,0.6,1345,Social Media
7457,40,Male,Kolkata,Nokia,Android,6.1,26.1,12.4,176,1.9,106,6.8,0.3,174,Entertainment
7458,58,Female,Kolkata,Realme,Android,8.4,45.4,160.4,171,1.1,7765,2.1,0.2,610,Education
7459,53,Other,Mumbai,Apple,iOS,11.4,2.6,93.1,97,4.8,3560,4.7,4.9,828,Work
7460,23,Other,Bangalore,OnePlus,Android,6.8,41.4,197.7,11,1.5,2472,4.2,5.0,732,Social Media
7461,51,Female,Delhi,OnePlus,Android,11.4,42.2,186.0,11,2.7,3751,6.8,1.0,1180,Gaming
7462,24,Other,Jaipur,Motorola,Android,9.4,27.4,247.9,60,2.5,3119,7.4,1.0,1289,Entertainment
7463,43,Other,Bangalore,Nokia,Android,5.7,23.6,186.2,110,3.2,3547,5.6,3.0,1415,Entertainment
7464,33,Other,Chennai,Apple,iOS,1.7,21.2,183.2,172,5.2,3746,2.2,1.7,1707,Education
7465,48,Female,Mumbai,Google Pixel,Android,4.2,35.8,167.1,171,0.7,2817,7.3,1.6,1396,Entertainment
7466,22,Female,Bangalore,Motorola,Android,11.4,34.9,165.9,135,1.9,7932,7.8,0.1,812,Entertainment
7467,21,Other,Kolkata,Xiaomi,Android,8.2,24.1,8.1,73,5.7,1062,2.8,1.2,1604,Education
7468,18,Male,Ahmedabad,Apple,iOS,4.5,49.7,92.3,185,1.9,2896,3.5,4.1,1711,Social Media
7469,28,Other,Jaipur,Realme,Android,7.5,18.0,262.8,114,2.6,8522,6.6,1.9,970,Social Media
7470,56,Female,Ahmedabad,Google Pixel,Android,9.7,1.1,62.9,94,2.9,6922,1.8,4.4,1758,Social Media
7471,55,Other,Delhi,Realme,Android,1.5,24.8,267.4,80,4.6,3293,2.9,2.3,671,Gaming
7472,22,Other,Delhi,Google Pixel,Android,1.4,47.1,60.6,143,4.1,1032,1.7,3.0,782,Social Media
7473,18,Male,Lucknow,OnePlus,Android,3.4,18.7,245.8,22,5.4,811,7.4,1.8,467,Social Media
7474,34,Other,Ahmedabad,Google Pixel,Android,8.9,32.5,76.1,37,2.5,4845,5.3,2.7,1285,Gaming
7475,44,Female,Chennai,Xiaomi,Android,3.4,30.7,239.8,30,2.0,5581,3.6,4.3,333,Entertainment
7476,49,Other,Mumbai,Xiaomi,Android,3.9,23.2,23.0,119,5.5,5448,0.7,4.2,953,Education
7477,56,Female,Pune,Samsung,Android,1.2,19.2,44.6,130,1.3,2411,4.2,2.5,1612,Social Media
7478,22,Female,Pune,Nokia,Android,7.5,8.0,223.1,131,0.9,7530,1.2,4.1,290,Social Media
7479,34,Female,Kolkata,Xiaomi,Android,7.6,9.4,48.4,124,1.7,3718,2.2,2.3,1919,Education
7480,54,Other,Ahmedabad,OnePlus,Android,4.9,26.4,80.6,27,2.1,6126,6.8,1.7,906,Gaming
7481,34,Other,Mumbai,Nokia,Android,10.1,47.2,20.0,16,2.4,1151,7.9,3.7,669,Education
7482,45,Female,Delhi,Nokia,Android,11.9,49.6,182.5,71,3.3,7369,7.3,0.3,1882,Social Media
7483,27,Other,Pune,OnePlus,Android,4.0,39.9,226.5,172,1.8,7715,5.6,2.0,1794,Social Media
7484,36,Male,Lucknow,Vivo,Android,1.2,17.6,102.6,159,5.6,1845,1.3,4.6,1128,Social Media
7485,16,Female,Bangalore,Apple,iOS,11.3,15.3,39.6,45,1.0,1299,0.6,1.6,602,Work
7486,36,Other,Delhi,Google Pixel,Android,7.6,8.8,250.6,56,2.9,7155,7.2,1.0,1329,Education
7487,39,Male,Bangalore,Realme,Android,7.6,21.3,135.7,22,2.6,9507,1.3,1.3,1322,Work
7488,15,Other,Lucknow,Nokia,Android,7.1,31.2,248.3,174,2.2,329,4.0,0.8,1771,Entertainment
